ID,Local_ID,Language_ID,Parameter_ID,Value,Form,Segments,Comment,Source,Cognacy,Loan,Graphemes,Profile,STEDTID,GlossInSource
hanigelanghe-67_rain-1,,hanigelanghe,67_rain,*rəy,*rəy,,,Zhang2019,1013,,,,,
hanigelanghe-68_red-1,,hanigelanghe,68_red,*r-ni,*r-ni,,,Zhang2019,2499,,,,,
hanigelanghe-73_see-1,,hanigelanghe,73_see,*mraŋ,*mraŋ,,,Zhang2019,1227,,,,,
hanigelanghe-74_seed-1,,hanigelanghe,74_seed,*yəw,*yəw,,,Zhang2019,3561,,,,,
hanigelanghe-75_sit-1,,hanigelanghe,75_sit,*ŋaŋ,*ŋaŋ,,,Zhang2019,3601,,,,,
hanigelanghe-76_skin-1,,hanigelanghe,76_skin,*s/r-kawk ⪤ *s/r-kwak,*s/r-kawk ⪤ *s/r-kwak,,,Zhang2019,586,,,,,
hanigelanghe-77_sleep-1,,hanigelanghe,77_sleep,*s-y(i/u)p,*s-y(i/u)p,,,Zhang2019,127,,,,,
hanigelanghe-82_stone-1,,hanigelanghe,82_stone,*r-lu(ŋ/k),*r-lu(ŋ/k),,,Zhang2019,1269,,,,,
hanigelanghe-82_stone-2,,hanigelanghe,82_stone,*b-rak,*b-rak,,,Zhang2019,2166,,,,,
hanigelanghe-85_tail-1,,hanigelanghe,85_tail,*r-may ⪤ *m-ray,*r-may ⪤ *m-ray,,,Zhang2019,1288,,,,,
hanigelanghe-85_tail-2,,hanigelanghe,85_tail,*du,*du,,,Zhang2019,5639,,,,,
hanigelanghe-88_tongue-1,,hanigelanghe,88_tongue,*s/m-l(y)a-t,*s/m-l(y)a-t,,,Zhang2019,623,,,,,
hanigelanghe-89_tooth-1,,hanigelanghe,89_tooth,*s/p-wa,*s/p-wa,,,Zhang2019,632,,,,,
hanigelanghe-91_two-1,,hanigelanghe,91_two,*g/s-ni-s,*g/s-ni-s,,,Zhang2019,2504,,,,,
hanigelanghe-92_walk-1,,hanigelanghe,92_walk,*ʔay,*ʔay,,,Zhang2019,657,,,,,
hanigelanghe-96_white-1,,hanigelanghe,96_white,*m-ba,*m-ba,,,Zhang2019,5517,,,,,
hanigelanghe-97_who-1,,hanigelanghe,97_who,*su ⪤ *s-lu,*su ⪤ *s-lu,,,Zhang2019,5632,,,,,
hanigelanghe-98_woman-1,,hanigelanghe,98_woman,*mi,*mi,,,Zhang2019,1618,,,,,
hanigelanghe-100_you-1,,hanigelanghe,100_you,*na-ŋ,*na-ŋ,,,Zhang2019,2489,,,,,
hanidazhai-2_ash-1,,hanidazhai,2_ash,*la,*la,,,Zhang2019,5606,,,,,
hanidazhai-4_belly-1,,hanidazhai,4_belly,*pʷam,*pʷam,,,Zhang2019,137,,,,,
hanidazhai-8_black-1,,hanidazhai,8_black,*s-nak,*s-nak,,,Zhang2019,2483,,,,,
hanidazhai-9_blood-1,,hanidazhai,9_blood,*s-hywəy-t,*s-hywəy-t,,,Zhang2019,230,,,,,
hanidazhai-10_bone-1,,hanidazhai,10_bone,*s-rus,*s-rus,,,Zhang2019,234,,,,,
hanidazhai-17_die-1,,hanidazhai,17_die,*səy,*səy,,,Zhang2019,27,,,,,
hanidazhai-18_dog-1,,hanidazhai,18_dog,*d-kʷəy-n,*d-kʷəy-n,,,Zhang2019,1764,,,,,
hanidazhai-19_drink-1,,hanidazhai,19_drink,*m/s-tuŋ,*m/s-tuŋ,,,Zhang2019,502,,,,,
hanidazhai-20_dry-1,,hanidazhai,20_dry,*gru ⪤ *grwa,*gru ⪤ *grwa,,,Zhang2019,1001,,,,,
hanidazhai-21_ear-1,,hanidazhai,21_ear,*r/g-na,*r/g-na,,,Zhang2019,811,,,,,
hanidazhai-21_ear-2,,hanidazhai,21_ear,*s-nam,*s-nam,,,Zhang2019,3605,,,,,
hanidazhai-21_ear-3,,hanidazhai,21_ear,*b(r)aŋ,*b(r)aŋ,,,Zhang2019,812,,,,,
hanidazhai-22_earth-1,,hanidazhai,22_earth,*ts(y)a,*ts(y)a,,,Zhang2019,5671,,,,,
hanidazhai-22_earth-2,,hanidazhai,22_earth,*m-l(e/ə)y,*m-l(e/ə)y,,,Zhang2019,2453,,,,,
hanidazhai-23_eat-1,,hanidazhai,23_eat,*m-dz(y)a-k/n/t/s,*m-dz(y)a-k/n/t/s,,,Zhang2019,36,,,,,
hanidazhai-24_egg-1,,hanidazhai,24_egg,*ʔu,*ʔu,,,Zhang2019,301,,,,,
hanidazhai-25_eye-1,,hanidazhai,25_eye,*s-myak,*s-myak,,,Zhang2019,681,,,,,
hanidazhai-28_fish-1,,hanidazhai,28_fish,*s-ŋya,*s-ŋya,,,Zhang2019,1455,,,,,
hanidazhai-30_fly-1,,hanidazhai,30_fly,*(p/b)yam,*(p/b)yam,,,Zhang2019,2588,,,,,
hanidazhai-31_foot-1,,hanidazhai,31_foot,*krəy,*krəy,,,Zhang2019,335,,,,,
hanidazhai-32_full-1,,hanidazhai,32_full,*m-dyat,*m-dyat,,,Zhang2019,1830,,,,,
hanidazhai-32_full-2,,hanidazhai,32_full,*(p/b)liŋ,*(p/b)liŋ,,,Zhang2019,111,,,,,
hanidazhai-33_give-1,,hanidazhai,33_give,*s-bəy-n/k,*s-bəy-n/k,,,Zhang2019,2158,,,,,
hanidazhai-34_good-1,,hanidazhai,34_good,*mway,*mway,,,Zhang2019,2457,,,,,
hanidazhai-37_hair-1,,hanidazhai,37_hair,*n-dzi-k,*n-dzi-k,,,Zhang2019,1232,,,,,
hanidazhai-37_hair-2,,hanidazhai,37_hair,*kriŋ,*kriŋ,,,Zhang2019,372,,,,,
hanidazhai-38_hand-1,,hanidazhai,38_hand,*lak,*lak,,,Zhang2019,695,,,,,
hanidazhai-39_head-1,,hanidazhai,39_head,*d-bu-s,*d-bu-s,,,Zhang2019,385,,,,,
hanidazhai-39_head-2,,hanidazhai,39_head,*du,*du,,,Zhang2019,1223,,,,,
hanidazhai-41_heart-1,,hanidazhai,41_heart,*s-ni,*s-ni,,,Zhang2019,297,,,,,
hanidazhai-42_horn-1,,hanidazhai,42_horn,*d-krəw,*d-krəw,,,Zhang2019,819,,,,,
hanidazhai-44_i-1,,hanidazhai,44_i,*ŋa-y ⪤ *ka,*ŋa-y ⪤ *ka,,,Zhang2019,2530,,,,,
hanidazhai-45_kill-1,,hanidazhai,45_kill,*g/b-sat,*g/b-sat,,,Zhang2019,1018,,,,,
hanidazhai-50_liver-1,,hanidazhai,50_liver,*m-sin,*m-sin,,,Zhang2019,1390,,,,,
hanidazhai-51_long-1,,hanidazhai,51_long,*ʔ-m(y)aŋ¹/³,*ʔ-m(y)aŋ¹/³,,,Zhang2019,7170,,,,,
hanidazhai-52_louse-1,,hanidazhai,52_louse,*s(y)ar,*s(y)ar,,,Zhang2019,2652,,,,,
hanidazhai-54_many-1,,hanidazhai,54_many,*m(r/y)a,*m(r/y)a,,,Zhang2019,3372,,,,,
hanidazhai-55_moon-1,,hanidazhai,55_moon,*s/g-la,*s/g-la,,,Zhang2019,1016,,,,,
hanidazhai-57_mouth-1,,hanidazhai,57_mouth,*m-p(r)(w)aŋ,*m-p(r)(w)aŋ,,,Zhang2019,476,,,,,
hanidazhai-57_mouth-2,,hanidazhai,57_mouth,*s-muːr,*s-muːr,,,Zhang2019,467,,,,,
hanidazhai-59_neck-1,,hanidazhai,59_neck,*g/m-liŋ,*g/m-liŋ,,,Zhang2019,479,,,,,
hanidazhai-59_neck-2,,hanidazhai,59_neck,*gwaŋ,*gwaŋ,,,Zhang2019,3361,,,,,
hanidazhai-60_new-1,,hanidazhai,60_new,*g-sik,*g-sik,,,Zhang2019,6178,,,,,
hanidazhai-62_nose-1,,hanidazhai,62_nose,*s-na ⪤ *s-naːr,*s-na ⪤ *s-naːr,,,Zhang2019,803,,,,,
hanidazhai-65_path-1,,hanidazhai,65_path,*r-ka ⪤ *k(r)a,*r-ka ⪤ *k(r)a,,,Zhang2019,5668,,,,,
hanidazhai-66_person-1,,hanidazhai,66_person,*tsaŋ,*tsaŋ,,,Zhang2019,3327,,,,,
hanidazhai-67_rain-1,,hanidazhai,67_rain,*rəy,*rəy,,,Zhang2019,1013,,,,,
hanidazhai-68_red-1,,hanidazhai,68_red,*r-ni,*r-ni,,,Zhang2019,2499,,,,,
hanidazhai-73_see-1,,hanidazhai,73_see,*mraŋ,*mraŋ,,,Zhang2019,1227,,,,,
hanidazhai-74_seed-1,,hanidazhai,74_seed,*yəw,*yəw,,,Zhang2019,3561,,,,,
hanidazhai-75_sit-1,,hanidazhai,75_sit,*m-tsu-ŋ,*m-tsu-ŋ,,,Zhang2019,3591,,,,,
hanidazhai-76_skin-1,,hanidazhai,76_skin,*m/s-k-rəy,*m/s-k-rəy,,,Zhang2019,596,,,,,
hanidazhai-77_sleep-1,,hanidazhai,77_sleep,*s-y(i/u)p,*s-y(i/u)p,,,Zhang2019,127,,,,,
hanidazhai-82_stone-1,,hanidazhai,82_stone,*r-lu(ŋ/k),*r-lu(ŋ/k),,,Zhang2019,1269,,,,,
hanidazhai-82_stone-2,,hanidazhai,82_stone,*b-rak,*b-rak,,,Zhang2019,2166,,,,,
hanidazhai-83_sun-1,,hanidazhai,83_sun,*s-nəy,*s-nəy,,,Zhang2019,85,,,,,
hanidazhai-85_tail-1,,hanidazhai,85_tail,*m-daŋ,*m-daŋ,,,Zhang2019,225,,,,,
hanidazhai-85_tail-2,,hanidazhai,85_tail,*r-may ⪤ *m-ray,*r-may ⪤ *m-ray,,,Zhang2019,1288,,,,,
hanidazhai-86_that-1,,hanidazhai,86_that,*wa-n,*wa-n,,,Zhang2019,5739,,,,,
hanidazhai-86_that-2,,hanidazhai,86_that,*m-day ⪤ *m-di,*m-day ⪤ *m-di,,,Zhang2019,2195,,,,,
hanidazhai-88_tongue-1,,hanidazhai,88_tongue,*s/m-l(y)a-t,*s/m-l(y)a-t,,,Zhang2019,623,,,,,
hanidazhai-89_tooth-1,,hanidazhai,89_tooth,*s/p-wa,*s/p-wa,,,Zhang2019,632,,,,,
hanidazhai-91_two-1,,hanidazhai,91_two,*g/s-ni-s,*g/s-ni-s,,,Zhang2019,2504,,,,,
hanidazhai-92_walk-1,,hanidazhai,92_walk,*ʔay,*ʔay,,,Zhang2019,657,,,,,
hanidazhai-96_white-1,,hanidazhai,96_white,*plu,*plu,,,Zhang2019,1235,,,,,
hanidazhai-97_who-1,,hanidazhai,97_who,*su ⪤ *s-lu,*su ⪤ *s-lu,,,Zhang2019,5632,,,,,
hanidazhai-98_woman-1,,hanidazhai,98_woman,*mi,*mi,,,Zhang2019,1618,,,,,
hanidazhai-100_you-1,,hanidazhai,100_you,*na-ŋ,*na-ŋ,,,Zhang2019,2489,,,,,
mpi-2_ash-1,,mpi,2_ash,*la,*la,,,Zhang2019,5606,,,,,
mpi-4_belly-1,,mpi,4_belly,*pwa(ŋ/n),*pwa(ŋ/n),,,Zhang2019,2111,,,,,
mpi-6_bird-1,,mpi,6_bird,*s-ŋak,*s-ŋak,,,Zhang2019,3442,,,,,
mpi-8_black-1,,mpi,8_black,*s-nak,*s-nak,,,Zhang2019,2483,,,,,
mpi-9_blood-1,,mpi,9_blood,*s-hywəy-t,*s-hywəy-t,,,Zhang2019,230,,,,,
mpi-10_bone-1,,mpi,10_bone,*s/m/g-rus,*s/m/g-rus,,,Zhang2019,232,,,,,
mpi-16_come-1,,mpi,16_come,*la-y ⪤ *ra,*la-y ⪤ *ra,,,Zhang2019,3569,,,,,
mpi-17_die-1,,mpi,17_die,*səy,*səy,,,Zhang2019,27,,,,,
mpi-18_dog-1,,mpi,18_dog,*d-kʷəy-n,*d-kʷəy-n,,,Zhang2019,1764,,,,,
mpi-19_drink-1,,mpi,19_drink,*m/s-tuŋ,*m/s-tuŋ,,,Zhang2019,502,,,,,
mpi-20_dry-1,,mpi,20_dry,*gru ⪤ *grwa,*gru ⪤ *grwa,,,Zhang2019,1001,,,,,
mpi-21_ear-1,,mpi,21_ear,*r-pak,*r-pak,,,Zhang2019,821,,,,,
mpi-21_ear-2,,mpi,21_ear,*r/g-na,*r/g-na,,,Zhang2019,811,,,,,
mpi-22_earth-1,,mpi,22_earth,*m-l(e/ə)y,*m-l(e/ə)y,,,Zhang2019,2453,,,,,
mpi-23_eat-1,,mpi,23_eat,*m-dz(y)a-k/n/t/s,*m-dz(y)a-k/n/t/s,,,Zhang2019,36,,,,,
mpi-24_egg-1,,mpi,24_egg,*ʔu,*ʔu,,,Zhang2019,301,,,,,
mpi-28_fish-1,,mpi,28_fish,*s-ŋya,*s-ŋya,,,Zhang2019,1455,,,,,
mpi-29_flesh-1,,mpi,29_flesh,*sya-n,*sya-n,,,Zhang2019,34,,,,,
mpi-31_foot-1,,mpi,31_foot,*krəy,*krəy,,,Zhang2019,335,,,,,
mpi-31_foot-2,,mpi,31_foot,*la,*la,,,Zhang2019,350,,,,,
mpi-32_full-1,,mpi,32_full,*taw,*taw,,,Zhang2019,7091,,,,,
mpi-32_full-2,,mpi,32_full,*(p/b)liŋ,*(p/b)liŋ,,,Zhang2019,111,,,,,
mpi-33_give-1,,mpi,33_give,*s-bəy-n/k,*s-bəy-n/k,,,Zhang2019,2158,,,,,
mpi-34_good-1,,mpi,34_good,*mway,*mway,,,Zhang2019,2457,,,,,
mpi-37_hair-1,,mpi,37_hair,*kriŋ,*kriŋ,,,Zhang2019,372,,,,,
mpi-38_hand-1,,mpi,38_hand,*pow,*pow,,,Zhang2019,6118,,,,,
mpi-38_hand-2,,mpi,38_hand,*lak,*lak,,,Zhang2019,695,,,,,
mpi-40_hear-1,,mpi,40_hear,*(k/g)ra,*(k/g)ra,,,Zhang2019,1411,,,,,
mpi-41_heart-1,,mpi,41_heart,*s-ni,*s-ni,,,Zhang2019,297,,,,,
mpi-42_horn-1,,mpi,42_horn,*d-krəw,*d-krəw,,,Zhang2019,819,,,,,
mpi-44_i-1,,mpi,44_i,*ŋa-y ⪤ *ka,*ŋa-y ⪤ *ka,,,Zhang2019,2530,,,,,
mpi-45_kill-1,,mpi,45_kill,*g/b-sat,*g/b-sat,,,Zhang2019,1018,,,,,
mpi-46_knee-1,,mpi,46_knee,*pu,*pu,,,Zhang2019,435,,,,,
mpi-47_know-1,,mpi,47_know,*syey-s,*syey-s,,,Zhang2019,2670,,,,,
mpi-50_liver-1,,mpi,50_liver,*m-sin,*m-sin,,,Zhang2019,1390,,,,,
mpi-51_long-1,,mpi,51_long,*ʔ-m(y)aŋ¹/³,*ʔ-m(y)aŋ¹/³,,,Zhang2019,7170,,,,,
mpi-51_long-2,,mpi,51_long,*s-r(i/u)ŋ,*s-r(i/u)ŋ,,,Zhang2019,1011,,,,,
mpi-52_louse-1,,mpi,52_louse,*s(y)ar,*s(y)ar,,,Zhang2019,2652,,,,,
mpi-53_man-1,,mpi,53_man,*pu,*pu,,,Zhang2019,1635,,,,,
mpi-54_many-1,,mpi,54_many,*m(r/y)a,*m(r/y)a,,,Zhang2019,3372,,,,,
mpi-57_mouth-1,,mpi,57_mouth,*ku(w),*ku(w),,,Zhang2019,468,,,,,
mpi-59_neck-1,,mpi,59_neck,*gwaŋ,*gwaŋ,,,Zhang2019,3361,,,,,
mpi-60_new-1,,mpi,60_new,*g-sik,*g-sik,,,Zhang2019,6178,,,,,
mpi-62_nose-1,,mpi,62_nose,*s-na ⪤ *s-naːr,*s-na ⪤ *s-naːr,,,Zhang2019,803,,,,,
mpi-62_nose-2,,mpi,62_nose,*(k/g)ywaŋ,*(k/g)ywaŋ,,,Zhang2019,809,,,,,
mpi-63_not-1,,mpi,63_not,*ma,*ma,,,Zhang2019,2436,,,,,
mpi-68_red-1,,mpi,68_red,*r-ni,*r-ni,,,Zhang2019,2499,,,,,
mpi-71_sand-1,,mpi,71_sand,*(s/z)a-y,*(s/z)a-y,,,Zhang2019,587,,,,,
mpi-73_see-1,,mpi,73_see,*mraŋ,*mraŋ,,,Zhang2019,1227,,,,,
mpi-75_sit-1,,mpi,75_sit,*s-(m/n)əy,*s-(m/n)əy,,,Zhang2019,3597,,,,,
mpi-76_skin-1,,mpi,76_skin,*s/r-kawk ⪤ *s/r-kwak,*s/r-kawk ⪤ *s/r-kwak,,,Zhang2019,586,,,,,
mpi-77_sleep-1,,mpi,77_sleep,*s-y(i/u)p,*s-y(i/u)p,,,Zhang2019,127,,,,,
mpi-83_sun-1,,mpi,83_sun,*s-nəy,*s-nəy,,,Zhang2019,85,,,,,
mpi-85_tail-1,,mpi,85_tail,*m-(p/b)a,*m-(p/b)a,,,Zhang2019,410,,,,,
mpi-88_tongue-1,,mpi,88_tongue,*s/m-l(y)a-t,*s/m-l(y)a-t,,,Zhang2019,623,,,,,
mpi-89_tooth-1,,mpi,89_tooth,*s/p-wa,*s/p-wa,,,Zhang2019,632,,,,,
mpi-89_tooth-2,,mpi,89_tooth,*m-dzyway,*m-dzyway,,,Zhang2019,635,,,,,
mpi-91_two-1,,mpi,91_two,*g/s-ni-s,*g/s-ni-s,,,Zhang2019,2504,,,,,
mpi-92_walk-1,,mpi,92_walk,*ʔay,*ʔay,,,Zhang2019,657,,,,,
mpi-96_white-1,,mpi,96_white,*plu,*plu,,,Zhang2019,1235,,,,,
mpi-97_who-1,,mpi,97_who,*su ⪤ *s-lu,*su ⪤ *s-lu,,,Zhang2019,5632,,,,,
mpi-98_woman-1,,mpi,98_woman,*mow,*mow,,,Zhang2019,1620,,,,,
mpi-100_you-1,,mpi,100_you,*na-ŋ,*na-ŋ,,,Zhang2019,2489,,,,,
hanishuikui-2_ash-1,,hanishuikui,2_ash,*la,*la,,,Zhang2019,5606,,,,,
hanishuikui-4_belly-1,,hanishuikui,4_belly,*pʷam,*pʷam,,,Zhang2019,137,,,,,
hanishuikui-6_bird-1,,hanishuikui,6_bird,*k-rak,*k-rak,,,Zhang2019,1606,,,,,
hanishuikui-8_black-1,,hanishuikui,8_black,*s-nak,*s-nak,,,Zhang2019,2483,,,,,
hanishuikui-9_blood-1,,hanishuikui,9_blood,*s-hywəy-t,*s-hywəy-t,,,Zhang2019,230,,,,,
hanishuikui-10_bone-1,,hanishuikui,10_bone,*s-rus,*s-rus,,,Zhang2019,234,,,,,
hanishuikui-13_claw-1,,hanishuikui,13_claw,*m-(t)syen,*m-(t)syen,,,Zhang2019,512,,,,,
hanishuikui-16_come-1,,hanishuikui,16_come,*la-y ⪤ *ra,*la-y ⪤ *ra,,,Zhang2019,3569,,,,,
hanishuikui-17_die-1,,hanishuikui,17_die,*səy,*səy,,,Zhang2019,27,,,,,
hanishuikui-18_dog-1,,hanishuikui,18_dog,*d-kʷəy-n,*d-kʷəy-n,,,Zhang2019,1764,,,,,
hanishuikui-19_drink-1,,hanishuikui,19_drink,*m/s-tuŋ,*m/s-tuŋ,,,Zhang2019,502,,,,,
hanishuikui-20_dry-1,,hanishuikui,20_dry,*gru ⪤ *grwa,*gru ⪤ *grwa,,,Zhang2019,1001,,,,,
hanishuikui-21_ear-1,,hanishuikui,21_ear,*r/g-na,*r/g-na,,,Zhang2019,811,,,,,
hanishuikui-21_ear-2,,hanishuikui,21_ear,*b(r)aŋ,*b(r)aŋ,,,Zhang2019,812,,,,,
hanishuikui-22_earth-1,,hanishuikui,22_earth,*ts(y)a,*ts(y)a,,,Zhang2019,5671,,,,,
hanishuikui-22_earth-2,,hanishuikui,22_earth,*m-l(e/ə)y,*m-l(e/ə)y,,,Zhang2019,2453,,,,,
hanishuikui-23_eat-1,,hanishuikui,23_eat,*m-dz(y)a-k/n/t/s,*m-dz(y)a-k/n/t/s,,,Zhang2019,36,,,,,
hanishuikui-24_egg-1,,hanishuikui,24_egg,*ʔu,*ʔu,,,Zhang2019,301,,,,,
hanishuikui-25_eye-1,,hanishuikui,25_eye,*s-myak,*s-myak,,,Zhang2019,681,,,,,
hanishuikui-28_fish-1,,hanishuikui,28_fish,*s-ŋya,*s-ŋya,,,Zhang2019,1455,,,,,
hanishuikui-31_foot-1,,hanishuikui,31_foot,*krəy,*krəy,,,Zhang2019,335,,,,,
hanishuikui-32_full-1,,hanishuikui,32_full,*m-pup,*m-pup,,,Zhang2019,100,,,,,
hanishuikui-34_good-1,,hanishuikui,34_good,*mway,*mway,,,Zhang2019,2457,,,,,
hanishuikui-37_hair-1,,hanishuikui,37_hair,*n-dzi-k,*n-dzi-k,,,Zhang2019,1232,,,,,
hanishuikui-37_hair-2,,hanishuikui,37_hair,*kriŋ,*kriŋ,,,Zhang2019,372,,,,,
hanishuikui-38_hand-1,,hanishuikui,38_hand,*dum,*dum,,,Zhang2019,771,,,,,
hanishuikui-38_hand-2,,hanishuikui,38_hand,*lak,*lak,,,Zhang2019,695,,,,,
hanishuikui-39_head-1,,hanishuikui,39_head,*d-bu-s,*d-bu-s,,,Zhang2019,385,,,,,
hanishuikui-39_head-2,,hanishuikui,39_head,*du,*du,,,Zhang2019,1223,,,,,
hanishuikui-41_heart-1,,hanishuikui,41_heart,*s-ni,*s-ni,,,Zhang2019,297,,,,,
hanishuikui-42_horn-1,,hanishuikui,42_horn,*d-krəw,*d-krəw,,,Zhang2019,819,,,,,
hanishuikui-44_i-1,,hanishuikui,44_i,*ŋa-y ⪤ *ka,*ŋa-y ⪤ *ka,,,Zhang2019,2530,,,,,
hanishuikui-45_kill-1,,hanishuikui,45_kill,*g/b-sat,*g/b-sat,,,Zhang2019,1018,,,,,
hanishuikui-50_liver-1,,hanishuikui,50_liver,*m-sin,*m-sin,,,Zhang2019,1390,,,,,
hanishuikui-51_long-1,,hanishuikui,51_long,*ʔ-m(y)aŋ¹/³,*ʔ-m(y)aŋ¹/³,,,Zhang2019,7170,,,,,
hanishuikui-52_louse-1,,hanishuikui,52_louse,*s(y)ar,*s(y)ar,,,Zhang2019,2652,,,,,
hanishuikui-54_many-1,,hanishuikui,54_many,*m(r/y)a,*m(r/y)a,,,Zhang2019,3372,,,,,
hanishuikui-55_moon-1,,hanishuikui,55_moon,*s/g-la,*s/g-la,,,Zhang2019,1016,,,,,
hanishuikui-57_mouth-1,,hanishuikui,57_mouth,*m/s-k(w)a-y,*m/s-k(w)a-y,,,Zhang2019,273,,,,,
hanishuikui-57_mouth-2,,hanishuikui,57_mouth,*s-muːr,*s-muːr,,,Zhang2019,467,,,,,
hanishuikui-59_neck-1,,hanishuikui,59_neck,*g/m-liŋ,*g/m-liŋ,,,Zhang2019,479,,,,,
hanishuikui-59_neck-2,,hanishuikui,59_neck,*gwaŋ,*gwaŋ,,,Zhang2019,3361,,,,,
hanishuikui-60_new-1,,hanishuikui,60_new,*g-sik,*g-sik,,,Zhang2019,6178,,,,,
hanishuikui-62_nose-1,,hanishuikui,62_nose,*s-na ⪤ *s-naːr,*s-na ⪤ *s-naːr,,,Zhang2019,803,,,,,
hanishuikui-67_rain-1,,hanishuikui,67_rain,*rəy,*rəy,,,Zhang2019,1013,,,,,
hanishuikui-67_rain-2,,hanishuikui,67_rain,*r-məw,*r-məw,,,Zhang2019,2473,,,,,
hanishuikui-68_red-1,,hanishuikui,68_red,*r-ni,*r-ni,,,Zhang2019,2499,,,,,
hanishuikui-70_round-1,,hanishuikui,70_round,*s-lum,*s-lum,,,Zhang2019,690,,,,,
hanishuikui-73_see-1,,hanishuikui,73_see,*mraŋ,*mraŋ,,,Zhang2019,1227,,,,,
hanishuikui-74_seed-1,,hanishuikui,74_seed,*yəw,*yəw,,,Zhang2019,3561,,,,,
hanishuikui-75_sit-1,,hanishuikui,75_sit,*m-tsu-ŋ,*m-tsu-ŋ,,,Zhang2019,3591,,,,,
hanishuikui-76_skin-1,,hanishuikui,76_skin,*s/r-kawk ⪤ *s/r-kwak,*s/r-kawk ⪤ *s/r-kwak,,,Zhang2019,586,,,,,
hanishuikui-76_skin-2,,hanishuikui,76_skin,*m/s-k-rəy,*m/s-k-rəy,,,Zhang2019,596,,,,,
hanishuikui-77_sleep-1,,hanishuikui,77_sleep,*s-y(i/u)p,*s-y(i/u)p,,,Zhang2019,127,,,,,
hanishuikui-82_stone-1,,hanishuikui,82_stone,*r-lu(ŋ/k),*r-lu(ŋ/k),,,Zhang2019,1269,,,,,
hanishuikui-83_sun-1,,hanishuikui,83_sun,*s-nəy,*s-nəy,,,Zhang2019,85,,,,,
hanishuikui-85_tail-1,,hanishuikui,85_tail,*r-may ⪤ *m-ray,*r-may ⪤ *m-ray,,,Zhang2019,1288,,,,,
hanishuikui-85_tail-2,,hanishuikui,85_tail,*du,*du,,,Zhang2019,5639,,,,,
hanishuikui-88_tongue-1,,hanishuikui,88_tongue,*s/m-l(y)a-t,*s/m-l(y)a-t,,,Zhang2019,623,,,,,
hanishuikui-89_tooth-1,,hanishuikui,89_tooth,*s/p-wa,*s/p-wa,,,Zhang2019,632,,,,,
hanishuikui-89_tooth-2,,hanishuikui,89_tooth,*m-dzyway,*m-dzyway,,,Zhang2019,635,,,,,
hanishuikui-91_two-1,,hanishuikui,91_two,*g/s-ni-s,*g/s-ni-s,,,Zhang2019,2504,,,,,
hanishuikui-92_walk-1,,hanishuikui,92_walk,*ʔay,*ʔay,,,Zhang2019,657,,,,,
hanishuikui-96_white-1,,hanishuikui,96_white,*plu,*plu,,,Zhang2019,1235,,,,,
hanishuikui-97_who-1,,hanishuikui,97_who,*su ⪤ *s-lu,*su ⪤ *s-lu,,,Zhang2019,5632,,,,,
hanishuikui-98_woman-1,,hanishuikui,98_woman,*mi,*mi,,,Zhang2019,1618,,,,,
hanishuikui-100_you-1,,hanishuikui,100_you,*na-ŋ,*na-ŋ,,,Zhang2019,2489,,,,,
haniluchun-2_ash-1,,haniluchun,2_ash,*la,*la,,,Zhang2019,5606,,,,,
haniluchun-7_bite-1,,haniluchun,7_bite,*m-ta:y,*m-ta:y,,,Zhang2019,3435,,,,,
haniluchun-8_black-1,,haniluchun,8_black,*s-nak,*s-nak,,,Zhang2019,2483,,,,,
haniluchun-9_blood-1,,haniluchun,9_blood,*s-hywəy-t,*s-hywəy-t,,,Zhang2019,230,,,,,
haniluchun-10_bone-1,,haniluchun,10_bone,*s-rus,*s-rus,,,Zhang2019,234,,,,,
haniluchun-12_burn-1,,haniluchun,12_burn,*put,*put,,,Zhang2019,348,,,,,
haniluchun-16_come-1,,haniluchun,16_come,*la-y ⪤ *ra,*la-y ⪤ *ra,,,Zhang2019,3569,,,,,
haniluchun-17_die-1,,haniluchun,17_die,*səy,*səy,,,Zhang2019,27,,,,,
haniluchun-18_dog-1,,haniluchun,18_dog,*d-kʷəy-n,*d-kʷəy-n,,,Zhang2019,1764,,,,,
haniluchun-19_drink-1,,haniluchun,19_drink,*m/s-tuŋ,*m/s-tuŋ,,,Zhang2019,502,,,,,
haniluchun-20_dry-1,,haniluchun,20_dry,*gru ⪤ *grwa,*gru ⪤ *grwa,,,Zhang2019,1001,,,,,
haniluchun-21_ear-1,,haniluchun,21_ear,*r/g-na,*r/g-na,,,Zhang2019,811,,,,,
haniluchun-21_ear-2,,haniluchun,21_ear,*b(r)aŋ,*b(r)aŋ,,,Zhang2019,812,,,,,
haniluchun-22_earth-1,,haniluchun,22_earth,*ts(y)a,*ts(y)a,,,Zhang2019,5671,,,,,
haniluchun-22_earth-2,,haniluchun,22_earth,*m-l(e/ə)y,*m-l(e/ə)y,,,Zhang2019,2453,,,,,
haniluchun-23_eat-1,,haniluchun,23_eat,*m-dz(y)a-k/n/t/s,*m-dz(y)a-k/n/t/s,,,Zhang2019,36,,,,,
haniluchun-24_egg-1,,haniluchun,24_egg,*ʔu,*ʔu,,,Zhang2019,301,,,,,
haniluchun-25_eye-1,,haniluchun,25_eye,*s-myak,*s-myak,,,Zhang2019,681,,,,,
haniluchun-26_feather-1,,haniluchun,26_feather,*s/r-mul ⪤ *s-mil ⪤ *s-myal,*s/r-mul ⪤ *s-mil ⪤ *s-myal,,,Zhang2019,363,,,,,
